 ,X,Y
1,174,638
2,170,633
3,164,628
4,157,625
5,149,625
6,144,625
7,133,625
8,128,625
9,122,628
10,117,630
11,110,636
12,105,641
13,102,645
14,100,652
15,98,660
16,98,665
17,102,676
18,106,678
19,113,680
20,118,682
21,128,686
22,133,686
23,144,685
24,153,681
25,160,676
26,165,670
27,168,665
28,173,658
29,176,650
30,176,645
