 ,X,Y
1,148,464
2,144,453
3,141,448
4,134,442
5,126,438
6,117,436
7,113,433
8,106,433
9,98,433
10,93,432
11,85,433
12,80,437
13,72,438
14,68,440
15,61,444
16,56,448
17,52,452
18,49,458
19,49,468
20,52,473
21,57,478
22,64,482
23,69,486
24,76,489
25,84,490
26,89,492
27,98,492
28,106,492
29,114,492
30,120,488
31,126,482
32,136,477
33,138,473
34,144,465
