 ,X,Y
1,881,473
2,876,484
3,865,492
4,860,496
5,850,498
6,838,504
7,824,508
8,812,510
9,801,510
10,788,512
11,777,510
12,768,510
13,754,509
14,744,508
15,730,504
16,720,500
17,710,497
18,702,490
19,696,482
20,692,477
21,690,470
22,692,462
23,696,457
24,704,446
25,713,444
26,720,442
27,730,437
28,742,433
29,756,432
30,768,429
31,784,429
32,794,429
33,805,430
34,817,430
35,829,433
36,838,433
37,846,438
38,854,444
39,860,445
40,866,450
41,872,453
42,876,458
43,878,460
